"ï..Age","BusinessTravel","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRotation","FeedbackFromManager","Mentoring","JobRole","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","Training","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Performance"
38,"Travel_Rarely","Sales",10,4,2,"Male",3,2,1,"L","Y","Sales Executive",6861,4981,4,"Yes",12,3,0,19,"Y",3,1,0,0,0,58
41,"Travel_Rarely","Research & Development",11,3,4,"Male",2,2,2,"L","N","Manufacturing Director",6032,10110,6,"Yes",15,4,0,8,"N",3,5,4,1,2,44
52,"Travel_Rarely","Research & Development",7,4,3,"Male",2,5,3,"H","Y","Manager",19999,5678,0,"No",14,1,1,34,"Y",3,33,18,11,9,81
26,"Travel_Frequently","Production",4,3,3,"Male",4,1,2,"L","Y","Machinists ",2544,7102,2,"No",18,1,1,8,"Y",3,7,7,7,7,53
29,"Travel_Rarely","Sales",10,3,1,"Male",2,2,2,"H","N","Sales Executive",6644,3687,2,"No",19,2,2,10,"Y",3,0,0,0,0,66
26,"Travel_Frequently","Research & Development",21,1,3,"Male",3,1,2,"L","N","Research and Design Specialists",3102,6582,0,"No",22,3,0,7,"N",3,6,4,0,4,45
32,"Travel_Frequently","Sales",15,2,4,"Male",1,2,1,"L","N","Sales Executive",4668,22812,0,"No",17,4,3,9,"N",4,8,7,0,7,47
37,"Travel_Frequently","Finance",2,3,2,"Female",3,2,2,"L","Y","Accountant",8861,9747,2,"No",19,2,0,5,"Y",3,5,2,2,2,80
39,"Non-Travel","Sales",2,4,1,"Female",1,2,2,"L","N","Sales Executive",5736,3987,5,"No",19,3,1,10,"N",3,3,2,1,2,43
33,"Travel_Rarely","Research & Development",1,4,2,"Female",2,3,1,"H","N","IT specialists",6383,7021,1,"No",19,1,1,9,"N",2,6,5,1,7,45
55,"Travel_Rarely","Research & Development",1,3,4,"Male",3,5,2,"L","Y","Manager",19045,18938,0,"Yes",14,3,0,37,"N",3,36,10,4,13,36
32,"Travel_Rarely","IT_Suppport",23,3,2,"Male",4,2,1,"H","Y","IT specialists",10831,11914,9,"No",16,2,1,8,"Y",1,3,2,3,3,71
35,"Travel_Rarely","Sales",22,4,3,"Male",3,2,2,"L","N","Sales Executive",8966,21026,9,"Yes",15,4,3,15,"Y",3,7,7,1,7,57
30,"Travel_Rarely","Finance",23,4,2,"Male",3,3,4,"H","N","Accountant",8400,9240,9,"No",15,3,1,9,"N",1,9,2,3,5,36
21,"Travel_Rarely","Research & Development",2,2,3,"Male",3,1,1,"H","N","Research and Design Specialists",1232,19281,1,"No",14,4,0,0,"Y",3,0,0,0,0,55
41,"Travel_Rarely","Research & Development",1,3,1,"Male",3,1,2,"L","N","Research and Design Specialists",2451,4609,4,"No",12,1,1,13,"N",3,9,8,1,8,43
31,"Travel_Rarely","Sales",15,4,2,"Male",2,1,2,"L","Y","Sales Representative",2329,11737,4,"No",15,2,0,13,"Y",4,7,7,5,2,60
56,"Travel_Rarely","Sales",22,5,4,"Female",2,2,3,"L","Y","Sales Executive",5380,20328,4,"No",16,3,1,6,"Y",3,0,0,0,0,83
26,"Travel_Rarely","Sales",14,3,3,"Male",3,2,2,"L","N","Sales Executive",4684,9125,9,"No",13,1,0,5,"N",3,5,3,1,2,48
27,"Travel_Rarely","Research & Development",23,4,2,"Male",3,1,3,"L","Y","Research and Design Specialists",2226,6073,6,"No",11,3,1,6,"Y",2,5,3,1,2,83
40,"Travel_Rarely","Production",9,4,4,"Male",3,1,2,"L","N","Machinists ",2018,21831,7,"No",14,2,0,15,"N",1,5,4,1,0,17
33,"Travel_Frequently","Sales",12,3,2,"Female",3,2,2,"H","Y","Sales Executive",4539,4905,6,"No",12,1,1,10,"Y",2,10,7,0,1,52
28,"Travel_Rarely","Finance",20,4,2,"Male",2,2,1,"L","N","Accountant",9158,10074,3,"No",17,1,0,9,"Y",2,6,7,1,3,25
56,"Travel_Rarely","Research & Development",8,3,3,"Male",3,4,4,"H","N","Customercare Representative",11103,20420,4,"No",11,3,0,30,"Y",2,10,7,1,1,69
50,"Travel_Frequently","Sales",22,4,2,"Male",3,2,2,"L","N","Sales Executive",6728,14255,5,"No",12,4,2,12,"N",3,6,3,0,1,46
59,"Travel_Rarely","Research & Development",22,3,3,"Female",2,4,4,"H","Y","Manufacturing Director",13726,21829,4,"Yes",13,1,0,30,"Y",3,5,3,4,3,80
45,"Non-Travel","Sales",9,4,3,"Female",3,2,1,"L","Y","Sales Executive",5154,19665,2,"No",22,2,2,10,"Y",4,8,7,5,7,55
36,"Travel_Rarely","Research & Development",1,3,3,"Female",3,3,2,"L","N","Customercare Representative",10096,8202,1,"No",13,2,3,17,"Y",3,17,14,12,8,45
30,"Travel_Frequently","Production",1,2,3,"Female",3,2,2,"H","N","Machinists ",4011,10781,1,"No",23,4,0,12,"Y",3,12,8,3,7,58
30,"Travel_Rarely","Sales",7,1,3,"Male",3,1,2,"H","N","Sales Representative",2476,17434,1,"No",18,1,1,1,"Y",3,1,0,0,0,59
54,"Travel_Rarely","Finance",19,3,2,"Male",2,2,1,"L","Y","Accountant",9225,10148,5,"No",17,2,0,10,"Y",3,2,3,1,3,79
25,"Travel_Rarely","Sales",25,3,1,"Male",2,2,1,"L","N","Sales Executive",8639,24835,2,"No",18,4,0,6,"N",3,2,2,2,2,29
25,"Travel_Rarely","Sales",10,1,2,"Male",3,1,2,"L","N","Sales Representative",2096,26376,5,"No",11,3,0,7,"N",3,7,4,0,6,36
49,"Travel_Frequently","Sales",17,3,4,"Male",2,2,1,"L","N","Sales Executive",5390,13243,9,"No",14,4,0,17,"N",2,9,6,0,8,47
29,"Travel_Rarely","Sales",2,3,3,"Male",2,2,1,"L","Y","Sales Executive",8620,23757,6,"No",14,3,2,10,"Y",3,10,7,0,4,51
48,"Travel_Rarely","Sales",13,3,3,"Male",3,2,4,"H","N","Sales Executive",5486,24795,5,"No",11,1,3,15,"Y",3,2,2,2,2,69
45,"Travel_Rarely","Research & Development",13,2,2,"Female",2,2,2,"L","Y","Manufacturing Director",5906,23888,5,"No",13,4,2,10,"Y",2,9,8,3,8,61
49,"Travel_Rarely","Production",6,3,4,"Female",3,1,2,"L","N","Machinists ",2587,24941,9,"Yes",16,2,1,17,"N",2,2,2,2,2,46
34,"Travel_Frequently","Human Resources",9,3,3,"Male",2,2,2,"H","N","Human Resources",4490,21833,7,"No",11,4,2,14,"Y",4,10,9,1,8,59
35,"Travel_Rarely","Finance",17,3,2,"Female",3,3,3,"H","Y","Accountant",8184,9002,2,"Yes",20,2,0,6,"Y",3,2,5,1,2,51
56,"Travel_Rarely","Production",25,2,4,"Male",3,1,2,"L","Y","Machinists ",2339,3666,8,"No",11,4,1,14,"Y",1,10,9,9,8,53
56,"Travel_Rarely","Human Resources",10,4,4,"Male",3,5,2,"H","N","Manager",19717,4022,8,"No",14,1,0,36,"Y",3,7,3,7,7,62
35,"Travel_Rarely","Research & Development",17,4,3,"Male",3,3,3,"H","N","Manufacturing Director",8095,18264,0,"No",13,4,0,17,"Y",3,16,6,0,13,76
29,"Travel_Rarely","Sales",24,3,4,"Male",3,1,2,"H","N","Sales Representative",2297,17967,3,"No",14,4,2,2,"Y",3,2,2,2,2,70
55,"Travel_Rarely","Research & Development",22,2,4,"Female",1,5,2,"L","Y","Manager",19187,6992,8,"No",14,4,1,23,"Y",3,19,9,9,11,68
34,"Travel_Rarely","Research & Development",13,4,4,"Male",2,1,4,"H","N","Research and Design Specialists",2768,8416,3,"No",12,3,1,14,"Y",3,7,3,5,7,67
31,"Travel_Frequently","Production",17,4,1,"Female",2,3,2,"L","N","Production Supervisors",5800,6380,9,"No",17,4,1,10,"Y",2,4,6,3,7,30
24,"Travel_Rarely","Human Resources",3,1,4,"Male",1,1,2,"L","N","Human Resources",1555,11585,6,"No",11,3,1,1,"N",3,1,0,0,0,12
27,"Travel_Rarely","Research & Development",9,3,2,"Male",4,2,4,"L","Y","Manufacturing Director",6142,5174,8,"Yes",20,2,1,6,"Y",3,6,2,0,3,64
42,"Travel_Rarely","Human Resources",6,3,3,"Female",3,4,1,"H","N","Manager",16799,16616,9,"No",14,3,1,21,"Y",3,20,7,0,9,58
32,"Non-Travel","Sales",24,1,3,"Female",3,1,2,"H","N","Sales Representative",2827,14947,1,"No",12,3,3,1,"N",3,1,0,0,0,49
29,"Travel_Rarely","Finance",16,4,1,"Male",2,2,2,"L","N","Accountant",8525,9378,3,"No",17,2,1,10,"Y",3,3,6,3,7,25
38,"Travel_Rarely","Finance",14,3,2,"Male",2,2,2,"L","Y","Accountant",8560,9416,2,"Yes",16,1,0,8,"Y",2,2,5,1,3,75
33,"Travel_Rarely","Sales",6,3,1,"Male",4,2,2,"H","Y","Sales Executive",4037,21816,1,"No",22,1,1,9,"Y",3,9,8,0,8,61
54,"Travel_Rarely","Research & Development",8,5,2,"Female",3,4,1,"L","Y","Manager",17426,18685,8,"No",25,3,1,36,"N",3,10,8,4,7,40
30,"Non-Travel","Production",1,3,3,"Female",3,1,1,"H","N","Machinists ",2564,7181,0,"No",14,3,0,12,"Y",2,11,7,6,7,51
34,"Travel_Rarely","Production",19,2,2,"Male",2,2,2,"L","N","Machinists ",3986,11912,8,"No",14,3,1,15,"Y",4,15,10,4,13,66
40,"Travel_Rarely","Sales",6,2,3,"Male",2,2,1,"L","N","Sales Executive",6380,6110,2,"Yes",12,1,2,8,"N",3,6,4,1,0,35
52,"Travel_Rarely","IT_Suppport",21,3,2,"Male",2,3,3,"H","Y","IT specialists",9028,9931,3,"Yes",19,4,0,9,"Y",3,5,2,3,4,65
27,"Travel_Rarely","Finance",8,4,2,"Female",3,2,1,"L","Y","Accountant",9908,10899,8,"Yes",19,1,0,5,"N",2,8,2,2,6,85
24,"Travel_Rarely","Sales",9,1,4,"Female",3,2,4,"L","N","Sales Executive",4162,15211,8,"Yes",12,3,2,5,"Y",3,5,4,0,3,67
31,"Travel_Rarely","Research & Development",10,5,1,"Female",3,4,2,"L","N","Research Director",16422,8847,5,"No",11,3,0,9,"Y",4,3,2,1,0,77
31,"Travel_Frequently","Production",11,3,2,"Male",3,1,2,"L","N","Machinists ",3722,21081,9,"Yes",13,3,1,7,"Y",1,2,2,2,2,59
35,"Travel_Rarely","Sales",19,5,3,"Male",3,3,2,"H","Y","Sales Executive",7295,11439,1,"No",13,1,2,10,"Y",3,10,8,0,6,72
50,"Travel_Rarely","Finance",17,4,1,"Male",2,3,1,"L","Y","Accountant",9029,9932,4,"Yes",19,2,0,9,"Y",3,3,3,1,6,75
39,"Travel_Rarely","Research & Development",5,2,1,"Male",3,2,1,"H","N","Manufacturing Director",4534,13352,6,"No",11,1,0,9,"Y",3,8,7,1,7,51
51,"Travel_Rarely","Research & Development",9,2,4,"Female",2,4,1,"L","Y","Manufacturing Director",13142,24439,7,"No",16,2,0,29,"Y",2,5,2,0,3,56
27,"Travel_Frequently","Research & Development",18,1,3,"Male",2,2,1,"L","N","Manufacturing Director",4298,9679,5,"No",19,3,1,6,"N",3,2,2,2,0,31
40,"Travel_Rarely","Sales",12,3,2,"Female",2,2,1,"H","N","Sales Executive",6852,11591,1,"No",12,2,1,7,"N",4,5,1,1,3,39
34,"Travel_Rarely","Sales",12,4,4,"Male",4,2,2,"L","N","Sales Executive",5337,19921,1,"No",12,4,0,10,"N",3,10,7,5,7,42
28,"Travel_Rarely","Sales",20,4,1,"Male",3,2,2,"L","N","Sales Executive",4908,24252,7,"No",14,2,0,4,"Y",3,4,2,0,2,50
32,"Travel_Rarely","Research & Development",23,3,1,"Male",3,2,4,"H","N","Manufacturing Director",6162,10877,1,"Yes",22,2,1,9,"Y",3,9,8,7,8,55
42,"Travel_Frequently","Research & Development",22,3,4,"Male",3,3,2,"L","Y","Customercare Representative",10124,18611,7,"Yes",14,3,1,24,"Y",1,20,8,13,9,50
57,"Travel_Rarely","Research & Development",18,2,3,"Male",4,3,2,"H","N","Customercare Representative",9439,23402,3,"Yes",16,2,1,12,"Y",1,5,3,1,4,54
32,"Travel_Rarely","Sales",22,2,1,"Male",1,2,1,"L","Y","Sales Executive",6735,12147,8,"No",15,2,0,10,"N",3,0,0,0,0,29
43,"Travel_Rarely","Finance",14,4,2,"Male",3,2,2,"L","Y","Accountant",9973,10970,9,"No",18,4,0,7,"N",1,5,3,1,6,62
32,"Travel_Rarely","Sales",10,5,4,"Male",3,2,2,"H","N","Sales Executive",9204,23343,5,"No",12,3,1,7,"Y",2,4,3,0,3,72
34,"Travel_Frequently","Production",1,4,4,"Male",3,2,2,"L","Y","Machinists ",5346,6208,8,"No",17,3,1,11,"N",2,7,1,0,7,41
31,"Non-Travel","Sales",19,2,4,"Female",3,2,2,"H","N","Sales Executive",6932,24406,8,"No",13,4,1,9,"N",2,9,8,0,0,43
44,"Travel_Rarely","Human Resources",16,3,3,"Female",3,1,2,"L","Y","Human Resources",3195,4167,6,"Yes",18,1,3,8,"Y",3,2,2,2,2,57
31,"Travel_Rarely","Production",1,4,4,"Male",3,2,1,"L","Y","Machinists ",5915,9528,3,"No",22,4,1,10,"Y",2,7,7,1,7,33
53,"Travel_Frequently","Production",1,3,1,"Male",4,4,2,"L","N","Production Supervisors",6432,7075,4,"No",16,2,0,8,"N",1,5,7,3,4,33
33,"Travel_Rarely","Research & Development",18,1,2,"Male",3,3,1,"L","N","Manager",13610,24619,7,"Yes",12,4,0,15,"N",4,7,6,7,7,22
33,"Non-Travel","Sales",10,1,2,"Female",2,1,2,"H","Y","Sales Representative",2342,21437,3,"No",19,4,0,3,"Y",2,2,2,2,2,61
45,"Travel_Rarely","Production",14,4,4,"Female",3,1,2,"H","Y","Machinists ",2270,11005,5,"No",14,4,2,8,"Y",3,5,3,0,2,68
50,"Travel_Rarely","Sales",6,3,4,"Male",2,3,2,"L","N","Sales Executive",10854,16586,8,"Yes",13,2,1,20,"N",3,3,2,2,0,49
46,"Travel_Rarely","Production",20,2,4,"Male",3,3,2,"H","Y","Manufacturing Director",10845,24208,2,"No",13,2,1,13,"Y",3,8,7,0,7,70
36,"Travel_Rarely","Production",8,3,2,"Female",4,1,1,"L","N","Machinists ",3038,22002,3,"No",12,2,0,5,"Y",3,1,0,0,0,40
21,"Travel_Rarely","Research & Development",22,2,4,"Male",2,1,2,"H","N","Research and Design Specialists",3230,10531,1,"No",17,1,0,3,"Y",4,3,2,1,0,59
37,"Travel_Frequently","Finance",4,3,1,"Female",3,3,2,"L","Y","Accountant",9202,10122,9,"No",20,1,0,10,"Y",1,4,7,3,2,63
52,"Travel_Rarely","Finance",13,4,1,"Male",2,3,1,"L","N","Accountant",8138,8952,5,"Yes",15,4,0,6,"N",3,2,5,2,7,30
33,"Travel_Rarely","Research & Development",6,4,3,"Female",2,1,2,"L","N","Research and Design Specialists",2622,13248,6,"No",21,4,0,7,"N",3,3,2,1,1,48
34,"Travel_Rarely","Production",12,3,4,"Female",2,1,4,"H","Y","Machinists ",3294,3708,8,"No",17,1,1,7,"Y",2,5,4,0,2,82
31,"Travel_Frequently","Finance",5,3,2,"Female",3,3,1,"H","Y","Accountant",8285,9114,6,"No",18,2,1,7,"Y",1,4,2,1,4,62
36,"Travel_Frequently","Production",7,4,1,"Male",4,2,3,"L","N","Machinists ",5562,19711,1,"Yes",13,4,1,9,"Y",3,3,2,0,2,83
49,"Travel_Rarely","Sales",14,4,4,"Male",2,4,2,"L","Y","Sales Executive",13120,11879,3,"No",17,2,1,22,"Y",3,9,8,2,3,72
33,"Travel_Rarely","Sales",21,3,2,"Female",2,2,4,"L","Y","Customercare Representative",6949,12291,4,"No",14,1,0,6,"Y",3,5,0,1,4,64
26,"Travel_Rarely","Sales",9,4,4,"Male",2,2,2,"L","N","Sales Executive",5828,8450,1,"Yes",12,2,0,8,"N",3,8,7,7,4,48
39,"Travel_Rarely","Sales",19,4,4,"Female",2,2,4,"H","N","Sales Executive",5902,14590,4,"No",14,3,1,17,"Y",4,15,11,5,9,69
22,"Travel_Rarely","Research & Development",7,1,1,"Male",3,1,2,"H","N","Research and Design Specialists",2773,12145,7,"No",20,4,0,3,"Y",3,2,2,2,2,61
36,"Travel_Rarely","Production",17,3,1,"Male",3,1,4,"L","Y","Machinists ",2013,10950,4,"No",11,3,0,15,"Y",3,4,3,1,3,74
31,"Non-Travel","Research & Development",24,3,3,"Female",3,3,2,"L","N","Research Director",11031,26862,5,"No",20,3,1,13,"N",4,11,7,4,8,46
40,"Travel_Rarely","Research & Development",2,1,2,"Female",4,2,3,"H","N","Customercare Representative",6377,13888,8,"No",20,2,3,15,"Y",3,12,11,11,8,83
27,"Travel_Rarely","Research & Development",9,4,1,"Female",3,2,2,"H","Y","Manufacturing Director",4227,4658,1,"No",18,2,1,4,"Y",3,3,2,2,2,53
36,"Travel_Rarely","Research & Development",24,4,3,"Female",3,2,2,"L","Y","Manufacturing Director",5410,2323,4,"Yes",11,4,0,18,"Y",3,16,14,5,12,61
41,"Travel_Rarely","Research & Development",5,2,4,"Female",3,2,2,"L","Y","Manufacturing Director",5003,23371,9,"No",14,2,0,8,"Y",3,2,2,2,1,57
39,"Travel_Rarely","Research & Development",25,1,3,"Male",3,3,1,"L","N","Research Director",13464,7914,6,"No",21,3,0,9,"Y",3,4,3,2,2,55
49,"Travel_Rarely","Production",13,4,1,"Male",3,3,3,"H","Y","IT specialists",8760,9636,1,"Yes",16,1,1,6,"Y",1,7,6,1,4,75
37,"Travel_Rarely","Sales",18,4,4,"Female",2,2,1,"L","Y","Sales Executive",6694,24223,9,"Yes",14,3,3,8,"Y",3,1,0,0,0,58
50,"Travel_Rarely","Finance",11,4,2,"Male",3,3,1,"L","Y","Accountant",9819,10801,9,"Yes",15,2,0,9,"N",2,4,6,3,5,69
35,"Travel_Rarely","Research & Development",11,3,2,"Female",4,3,1,"H","N","Manager",11996,19100,7,"No",18,2,1,10,"Y",2,7,7,6,2,56
56,"Travel_Rarely","Research & Development",24,3,3,"Female",3,1,4,"H","N","Research and Design Specialists",4257,13939,4,"Yes",18,3,1,19,"Y",3,2,2,2,2,65
40,"Non-Travel","Sales",7,3,3,"Male",1,3,2,"L","N","Sales Executive",10932,11373,3,"No",15,3,1,20,"N",3,1,0,0,1,46
36,"Travel_Rarely","Research & Development",4,3,3,"Female",3,2,2,"H","Y","Manufacturing Director",5228,23361,8,"No",15,1,1,10,"Y",3,9,7,0,5,60
46,"Travel_Rarely","Research & Development",5,4,4,"Male",3,2,2,"L","Y","Manufacturing Director",7379,17433,4,"No",11,3,1,12,"Y",2,6,3,1,4,60
27,"Travel_Rarely","Research & Development",7,1,3,"Male",2,3,2,"L","N","Research Director",12808,8842,8,"Yes",16,2,1,9,"N",3,9,8,0,8,42
34,"Non-Travel","Research & Development",14,1,1,"Female",2,1,1,"H","Y","Research and Design Specialists",2029,15891,9,"No",20,3,3,5,"N",3,5,4,0,0,47
36,"Travel_Rarely","Production",18,4,1,"Male",2,2,2,"L","Y","Machinists ",5810,22604,6,"No",16,3,0,10,"Y",2,10,4,1,8,54
32,"Non-Travel","Research & Development",1,4,4,"Male",3,2,2,"H","N","Research and Design Specialists",4087,25174,7,"No",14,2,1,9,"Y",2,6,5,1,2,57
25,"Travel_Rarely","Production",2,3,1,"Male",3,1,1,"L","N","Machinists ",4031,9396,5,"No",13,3,1,6,"N",3,2,2,0,2,47
32,"Non-Travel","Production",10,3,3,"Female",2,1,1,"H","N","Machinists ",2332,3974,6,"No",20,3,0,5,"N",3,3,0,0,2,39
37,"Travel_Frequently","Research & Development",25,3,1,"Male",3,3,2,"L","N","Manufacturing Director",10048,22573,6,"No",11,2,2,17,"N",3,1,0,0,0,33
29,"Travel_Rarely","Research & Development",22,3,2,"Female",3,2,4,"H","N","Customercare Representative",4335,25549,1,"No",12,1,1,11,"Y",2,8,7,1,1,63
38,"Travel_Frequently","Research & Development",16,4,1,"Female",4,2,2,"H","N","Manufacturing Director",5980,26085,2,"Yes",12,4,0,17,"Y",3,15,7,4,12,77
38,"Travel_Rarely","Research & Development",20,3,3,"Female",3,2,2,"H","N","Customercare Representative",9824,22174,9,"No",19,3,1,18,"Y",3,1,0,0,0,52
51,"Travel_Rarely","Finance",16,4,2,"Male",2,2,2,"L","Y","Accountant",9223,10145,2,"Yes",17,3,0,7,"N",1,4,6,1,5,79
36,"Travel_Rarely","Research & Development",5,5,4,"Female",2,3,1,"L","Y","Manufacturing Director",8858,15669,5,"No",11,2,0,15,"Y",2,14,8,7,8,51
40,"Travel_Rarely","Sales",9,2,4,"Female",3,2,4,"H","N","Sales Executive",5715,22553,7,"No",12,3,2,8,"Y",3,5,4,1,3,74
49,"Travel_Rarely","Production",16,4,2,"Male",3,1,4,"L","N","Production Supervisors",5858,6444,5,"Yes",15,3,1,7,"Y",1,9,3,1,7,39
45,"Travel_Rarely","Research & Development",14,2,3,"Male",3,4,2,"H","N","Customercare Representative",13496,7501,0,"Yes",14,2,0,21,"Y",3,20,7,4,10,77
42,"Travel_Frequently","Research & Development",10,3,2,"Male",3,5,2,"H","Y","Manager",18430,16225,3,"No",13,2,1,24,"Y",2,24,7,14,9,61
29,"Travel_Rarely","Finance",9,3,2,"Female",3,2,2,"L","Y","Accountant",9438,10382,9,"Yes",18,1,0,7,"Y",3,8,2,2,6,70
34,"Travel_Rarely","Human Resources",7,4,1,"Female",3,1,1,"H","Y","Human Resources",2742,3072,5,"No",15,4,0,2,"N",3,2,2,2,2,32
29,"Travel_Rarely","Research & Development",1,3,3,"Male",4,1,1,"H","N","Research and Design Specialists",2451,22376,8,"No",18,1,2,5,"Y",2,1,0,0,0,56
29,"Travel_Rarely","Research & Development",2,4,3,"Female",3,1,1,"L","N","Research and Design Specialists",2514,26968,6,"No",22,1,1,11,"N",3,7,5,1,7,47
46,"Travel_Rarely","Research & Development",17,4,4,"Female",2,2,2,"H","N","Research and Design Specialists",4615,21029,5,"Yes",23,1,3,19,"N",3,16,13,1,7,44
30,"Travel_Rarely","Research & Development",14,2,2,"Female",4,3,2,"H","N","Research Director",11416,17802,5,"Yes",12,3,3,9,"N",2,8,7,1,7,49
34,"Travel_Rarely","Sales",15,3,4,"Male",1,2,4,"H","N","Sales Executive",4759,15891,7,"No",18,4,0,15,"Y",3,13,9,3,12,80
52,"Travel_Rarely","Sales",19,1,1,"Female",1,5,2,"L","N","Manager",19845,25846,8,"No",15,4,1,33,"N",3,32,14,6,9,48
33,"Travel_Rarely","Production",12,4,1,"Female",2,1,2,"L","N","Machinists ",3838,8192,8,"No",11,4,0,8,"Y",3,5,4,0,2,54
39,"Travel_Frequently","Sales",10,3,3,"Male",3,2,2,"L","Y","Sales Executive",4127,19188,9,"No",18,4,1,7,"Y",3,2,1,2,2,59
50,"Travel_Rarely","Sales",10,4,4,"Male",3,1,2,"H","N","Sales Representative",3875,9983,1,"No",15,4,1,4,"Y",3,2,2,2,2,62
51,"Travel_Rarely","Human Resources",18,3,3,"Male",3,4,2,"H","Y","Manager",14026,17588,2,"Yes",11,2,1,33,"Y",3,33,9,0,10,59
51,"Travel_Rarely","Finance",18,4,1,"Female",3,2,2,"H","Y","Accountant",8605,9466,4,"Yes",20,2,0,5,"Y",3,2,2,3,7,62
41,"Travel_Rarely","Sales",17,3,3,"Female",3,2,4,"L","Y","Sales Executive",4393,26841,7,"No",21,3,1,14,"Y",3,5,4,1,4,64
41,"Travel_Frequently","Research & Development",5,3,4,"Male",2,4,2,"H","N","Manager",17181,12888,4,"No",13,2,1,21,"Y",2,7,6,7,7,61
44,"Travel_Rarely","Research & Development",18,4,4,"Male",3,5,1,"L","N","Manager",19513,9358,2,"Yes",12,1,1,26,"N",4,2,2,0,1,39
41,"Travel_Rarely","Sales",9,3,4,"Female",3,3,4,"H","N","Manager",13591,14674,3,"Yes",18,3,0,16,"Y",3,1,0,0,0,74
29,"Travel_Frequently","Sales",8,3,1,"Female",3,2,2,"H","Y","Sales Executive",5765,17485,2,"No",11,1,0,7,"Y",1,5,3,0,0,57
27,"Travel_Rarely","Production",19,4,4,"Female",3,1,2,"L","N","Machinists ",2341,19715,1,"No",13,4,1,1,"N",3,1,0,0,0,48
26,"Travel_Rarely","IT_Suppport",4,3,1,"Male",3,4,4,"L","Y","IT specialists",9287,10216,9,"Yes",19,4,0,6,"Y",2,2,6,3,6,71
30,"Travel_Rarely","Sales",17,3,2,"Male",3,1,2,"L","N","Sales Manager",1081,16019,4,"No",13,3,0,1,"N",2,1,0,0,0,44
29,"Travel_Rarely","Research & Development",25,3,3,"Male",3,1,2,"H","N","Research and Design Specialists",2058,19757,0,"No",14,4,0,7,"Y",2,6,2,1,5,62
40,"Travel_Frequently","Research & Development",18,2,3,"Female",2,2,2,"L","Y","Research and Design Specialists",4422,21203,7,"Yes",13,4,1,16,"Y",1,1,1,0,0,59
38,"Travel_Rarely","Sales",14,3,2,"Male",2,1,4,"H","Y","Sales Representative",2899,12102,8,"No",19,4,1,3,"Y",3,2,2,1,2,67
25,"Non-Travel","Research & Development",14,2,2,"Male",4,2,2,"H","N","Customercare Representative",4000,18384,1,"No",12,4,2,6,"Y",3,6,3,1,5,60
49,"Travel_Rarely","Production",3,2,3,"Female",2,2,4,"H","N","Machinists ",4789,23070,1,"No",25,1,1,10,"Y",3,3,2,1,2,69
38,"Travel_Rarely","Sales",10,2,1,"Female",3,2,2,"L","Y","Sales Executive",5343,5982,5,"No",11,3,1,10,"Y",3,10,7,1,9,61
31,"Travel_Rarely","Research & Development",2,4,3,"Female",3,3,2,"H","Y","Manufacturing Director",7143,25713,1,"Yes",14,3,0,11,"Y",2,11,9,4,10,60
39,"Travel_Rarely","Human Resources",9,3,3,"Female",4,2,2,"H","N","Human Resources",6389,18767,9,"No",15,3,1,12,"Y",1,8,3,3,6,59
30,"Travel_Frequently","Sales",12,4,2,"Male",2,1,1,"L","N","Sales Representative",2033,14470,9,"No",18,3,1,1,"N",4,1,0,0,0,39
31,"Travel_Rarely","Sales",15,4,1,"Male",4,2,3,"H","N","Sales Executive",5460,6219,4,"No",22,4,2,13,"Y",4,7,7,5,7,71
54,"Travel_Rarely","Research & Development",23,4,4,"Female",3,2,2,"L","Y","Research and Design Specialists",6854,15696,1,"No",15,2,1,14,"Y",2,7,1,1,7,70
23,"Travel_Rarely","Production",2,2,4,"Male",3,1,2,"L","Y","Machinists ",2647,13672,9,"No",13,3,0,5,"Y",4,5,2,1,4,62
35,"Travel_Rarely","Sales",2,3,1,"Female",3,2,3,"H","N","Sales Executive",4859,6698,1,"No",16,4,0,5,"Y",3,5,4,0,3,71
48,"Travel_Rarely","Research & Development",17,4,4,"Male",3,1,2,"H","N","Research and Design Specialists",2259,5543,4,"No",17,1,2,13,"N",2,0,0,0,0,45
29,"Travel_Rarely","Research & Development",11,3,4,"Female",2,1,2,"L","N","Research and Design Specialists",2109,10007,9,"No",13,3,1,1,"N",3,1,0,0,0,49
49,"Travel_Rarely","Research & Development",18,1,3,"Female",2,4,1,"L","Y","Customercare Representative",13966,11652,3,"Yes",19,2,1,30,"N",3,15,11,2,12,47
34,"Travel_Rarely","Research & Development",6,4,2,"Male",3,2,1,"H","N","Research and Design Specialists",5484,13008,1,"No",17,2,1,9,"Y",2,2,2,2,1,56
20,"Travel_Rarely","Production",9,3,1,"Male",2,1,4,"L","N","Machinists ",3033,12828,2,"No",12,1,0,2,"Y",2,2,2,1,2,64
41,"Travel_Rarely","Research & Development",7,3,2,"Female",3,5,2,"H","Y","Research Director",19545,16280,1,"No",12,4,0,23,"N",3,22,15,15,8,69
